,province,district_name,district_id,neighborhood_name,neighborhood_id
0,ADANA,ALADAĞ,650,AKPINAR MAH.,78275
2,ADANA,ALADAĞ,650,AKÖREN MAH.,138614
4,ADANA,ALADAĞ,650,BAŞPINAR MAH.,78276
6,ADANA,ALADAĞ,650,BOZTAHTA MAH.,138615
7,ADANA,ALADAĞ,650,BÜYÜKSOFULU MAH.,138616
11,ADANA,ALADAĞ,650,CERİTLER MAH.,138617
14,ADANA,ALADAĞ,650,DARILIK MAH.,138618
15,ADANA,ALADAĞ,650,DAİLER MAH.,138619
16,ADANA,ALADAĞ,650,DÖLEKLİ MAH.,138620
18,ADANA,ALADAĞ,650,EBRİŞİM MAH.,138624
19,ADANA,ALADAĞ,650,EĞNER MAH.,138621
20,ADANA,ALADAĞ,650,GERDİBİ MAH.,138622
23,ADANA,ALADAĞ,650,GÖKÇEKÖY MAH.,138623
24,ADANA,ALADAĞ,650,GİREĞİYENİKÖY MAH.,138638
25,ADANA,ALADAĞ,650,KABASAKAL MAH.,138625
26,ADANA,ALADAĞ,650,KARAHAN MAH.,138626
27,ADANA,ALADAĞ,650,KICAK MAH.,138627
29,ADANA,ALADAĞ,650,KIZILDAM MAH.,138629
31,ADANA,ALADAĞ,650,KIŞLAK MAH.,138628
32,ADANA,ALADAĞ,650,KÖKEZ MAH.,138630
35,ADANA,ALADAĞ,650,KÖPRÜCÜK MAH.,138631
36,ADANA,ALADAĞ,650,KÜP MAH.,138632
37,ADANA,ALADAĞ,650,MADENLİ MAH.,138633
38,ADANA,ALADAĞ,650,MANSURLU MAH.,78277
41,ADANA,ALADAĞ,650,MAZILIK MAH.,138634
42,ADANA,ALADAĞ,650,POSYAĞBASAN MAH.,138637
43,ADANA,ALADAĞ,650,SİNANPAŞA MAH.,78278
47,ADANA,ALADAĞ,650,TOPALLI MAH.,138635
48,ADANA,ALADAĞ,650,UZUNKUYU MAH.,138636
49,ADANA,ALADAĞ,650,YETİMLİ MAH.,138639
50,ADANA,ALADAĞ,650,YÜKSEKÖREN MAH.,138640
51,ADANA,CEYHAN,117,ADAPINAR MAH.,138691
52,ADANA,CEYHAN,117,ADATEPE MAH.,78308
53,ADANA,CEYHAN,117,AKDAM MAH.,138707
54,ADANA,CEYHAN,117,ALTIGÖZBEKİRLİ MAH.,138692
55,ADANA,CEYHAN,117,ALTIKARA MAH.,138653
56,ADANA,CEYHAN,117,ALTIOCAK MAH.,78309
61,ADANA,CEYHAN,117,ATATÜRK MAH.,78333
63,ADANA,CEYHAN,117,AYDEMİROĞLU MAH.,78310
64,ADANA,CEYHAN,117,AYDINLAR MAH.,138683
65,ADANA,CEYHAN,117,AZİZLİ MAH.,138654
66,ADANA,CEYHAN,117,AĞAÇLI MAH.,138706
67,ADANA,CEYHAN,117,AĞAÇPINAR MAH.,138652
68,ADANA,CEYHAN,117,BAŞÖREN MAH.,138708
71,ADANA,CEYHAN,117,BELEDİYE EVLERİ MAH.,78311
84,ADANA,CEYHAN,117,BOTA MAH.,78312
88,ADANA,CEYHAN,117,BURHANLI MAH.,138694
89,ADANA,CEYHAN,117,BURHANİYE MAH.,78313
102,ADANA,CEYHAN,117,BÜYÜKBURHANİYE MAH.,138655
103,ADANA,CEYHAN,117,BÜYÜKKIRIM MAH.,78314
105,ADANA,CEYHAN,117,BÜYÜKMANGIT MAH.,138641
111,ADANA,CEYHAN,117,BİRKENT MAH.,138650
115,ADANA,CEYHAN,117,CAMUZAĞILI MAH.,138709
116,ADANA,CEYHAN,117,CEYHANBEKİRLİ MAH.,138695
117,ADANA,CEYHAN,117,CUMHURİYET MAH.,78315
138,ADANA,CEYHAN,117,CİVANTAYAK MAH.,78316
139,ADANA,CEYHAN,117,DAĞISTAN MAH.,138693
140,ADANA,CEYHAN,117,DEĞİRMENDERE MAH.,138661
141,ADANA,CEYHAN,117,DEĞİRMENLİ MAH.,138697
142,ADANA,CEYHAN,117,DOKUZTEKNE MAH.,138662
145,ADANA,CEYHAN,117,DORUK MAH.,138642
149,ADANA,CEYHAN,117,DURHASANDEDE MAH.,138663
150,ADANA,CEYHAN,117,DUTLUPINAR MAH.,138664
152,ADANA,CEYHAN,117,DİKİLİTAŞ MAH.,138698
153,ADANA,CEYHAN,117,EKİNYAZI MAH.,138699
154,ADANA,CEYHAN,117,ELMAGÖLÜ MAH.,138700
155,ADANA,CEYHAN,117,EMEK MAH.,78317
160,ADANA,CEYHAN,117,ERENLER MAH.,138665
161,ADANA,CEYHAN,117,ESENTEPE MAH.,78318
166,ADANA,CEYHAN,117,FATİH SULTAN MEHMET MAH.,78319
175,ADANA,CEYHAN,117,GAZİ OSMAN PAŞA MAH.,78320
186,ADANA,CEYHAN,117,GÜMÜRDÜLÜ MAH.,138712
190,ADANA,CEYHAN,117,GÜNDOĞAN MAH.,138666
191,ADANA,CEYHAN,117,GÜNLÜCE MAH.,138701
192,ADANA,CEYHAN,117,HAMDİLLİ MAH.,138643
194,ADANA,CEYHAN,117,HAMİDİYE MAH.,138668
195,ADANA,CEYHAN,117,HAMİTBEY MAH.,138669
196,ADANA,CEYHAN,117,HAMİTBEYBUCAĞI MAH.,138670
197,ADANA,CEYHAN,117,HÜRRİYET MAH.,78321
205,ADANA,CEYHAN,117,IRMAKLI MAH.,138702
206,ADANA,CEYHAN,117,ISIRGANLI MAH.,138713
207,ADANA,CEYHAN,117,KARAKAYALI MAH.,138703
208,ADANA,CEYHAN,117,KELEMETİ MAH.,78324
209,ADANA,CEYHAN,117,KILIÇKAYA MAH.,138674
210,ADANA,CEYHAN,117,KIVRIKLI MAH.,139004
212,ADANA,CEYHAN,117,KIZILDERE MAH.,138675
214,ADANA,CEYHAN,117,KONAKOĞLU MAH.,78325
216,ADANA,CEYHAN,117,KORUKLU MAH.,78326
217,ADANA,CEYHAN,117,KURTKULAĞI MAH.,138644
220,ADANA,CEYHAN,117,KURTPINAR MAH.,138645
225,ADANA,CEYHAN,117,KUZUCAK MAH.,138678
226,ADANA,CEYHAN,117,KÖPRÜLÜ MAH.,138676
227,ADANA,CEYHAN,117,KÖRKUYU MAH.,138677
229,ADANA,CEYHAN,117,KÖSRELİ MAH.,138649
232,ADANA,CEYHAN,117,KÜÇÜKBURHANİYE MAH.,138679
233,ADANA,CEYHAN,117,KÜÇÜKKIRIM MAH.,78327
239,ADANA,CEYHAN,117,KÜÇÜKMANGIT MAH.,138680
240,ADANA,CEYHAN,117,MERCİMEK MAH.,138646
245,ADANA,CEYHAN,117,MERCİN MAH.,138672
246,ADANA,CEYHAN,117,MODERNEVLER MAH.,78328
249,ADANA,CEYHAN,117,MURADİYE MAH.,78329
253,ADANA,CEYHAN,117,MUSTAFABEYLİ MAH.,138647
256,ADANA,CEYHAN,117,MİTHAT PAŞA MAH.,78330
265,ADANA,CEYHAN,117,NAMIK KEMAL MAH.,78331
299,ADANA,CEYHAN,117,NARLIK MAH.,138681
300,ADANA,CEYHAN,117,NAZIMBEY YENİKÖY MAH.,138689
301,ADANA,CEYHAN,117,SARIBAHÇE MAH.,139005
302,ADANA,CEYHAN,117,SARIMAZI MAH.,138648
309,ADANA,CEYHAN,117,SARISAKAL MAH.,78332
313,ADANA,CEYHAN,117,SAĞIRLAR MAH.,138682
314,ADANA,CEYHAN,117,SAĞKAYA MAH.,138651
316,ADANA,CEYHAN,117,SELİMİYE MAH.,138684
317,ADANA,CEYHAN,117,SOYSALLI MAH.,139006
319,ADANA,CEYHAN,117,SOĞUKPINAR MAH.,138686
320,ADANA,CEYHAN,117,SİRKELİ MAH.,138685
321,ADANA,CEYHAN,117,TATARLI MAH.,138704
323,ADANA,CEYHAN,117,TATLIKUYU MAH.,139007
324,ADANA,CEYHAN,117,TOKTAMIŞ MAH.,138687
326,ADANA,CEYHAN,117,TUMLU MAH.,138711
328,ADANA,CEYHAN,117,ULUS MAH.,78334
338,ADANA,CEYHAN,117,VEYSİYE MAH.,138667
339,ADANA,CEYHAN,117,YALAK MAH.,138705
340,ADANA,CEYHAN,117,YARSUAT MAH.,78335
345,ADANA,CEYHAN,117,YELLİBEL MAH.,138688
346,ADANA,CEYHAN,117,YEŞİLBAHÇE MAH.,139009
347,ADANA,CEYHAN,117,YEŞİLDAM MAH.,139010
348,ADANA,CEYHAN,117,YILANKALE MAH.,138690
349,ADANA,CEYHAN,117,ZÜBEYDE HANIM MAH.,78323
351,ADANA,CEYHAN,117,ÇAKALDERE MAH.,138656
352,ADANA,CEYHAN,117,ÇATAKLI MAH.,138696
353,ADANA,CEYHAN,117,ÇATALHÜYÜK MAH.,138710
354,ADANA,CEYHAN,117,ÇEVRETEPE MAH.,138657
355,ADANA,CEYHAN,117,ÇOKÇAPINAR MAH.,138660
356,ADANA,CEYHAN,117,ÇİFTLİKLER MAH.,138659
357,ADANA,CEYHAN,117,ÇİÇEKLİ MAH.,138658
358,ADANA,CEYHAN,117,ÜÇDUTYEŞİLOVA MAH.,139008
359,ADANA,CEYHAN,117,İMRAN MAH.,138671
360,ADANA,CEYHAN,117,İNCEYER MAH.,139003
361,ADANA,CEYHAN,117,İNÖNÜ MAH.,78336
364,ADANA,CEYHAN,117,İSALI MAH.,138673
365,ADANA,CEYHAN,117,İSTİKLAL MAH.,78337
387,ADANA,CEYHAN,117,ŞAHİN ÖZBİLEN MAH.,78338
405,ADANA,CEYHAN,117,ŞEHİT HACI İBRAHİM MAH.,78339
408,ADANA,FEKE,227,AKKAYA MAH.,139011
409,ADANA,FEKE,227,AKOLUK MAH.,139012
410,ADANA,FEKE,227,BAHÇECİK MAH.,139014
411,ADANA,FEKE,227,BAĞDATLI MAH.,139013
412,ADANA,FEKE,227,BELENKÖY MAH.,78399
413,ADANA,FEKE,227,DEĞİRMENCİUŞAĞI MAH.,139017
414,ADANA,FEKE,227,GAFFARUŞAĞI MAH.,139049
415,ADANA,FEKE,227,GEDİKLİ MAH.,139018
417,ADANA,FEKE,227,GÖBELLİ MAH.,139019
418,ADANA,FEKE,227,GÖKÇELİ MAH.,78400
419,ADANA,FEKE,227,GÜRÜMZE MAH.,139020
421,ADANA,FEKE,227,GÜZPINARI MAH.,139021
422,ADANA,FEKE,227,HIDIRUŞAĞI MAH.,139022
423,ADANA,FEKE,227,KALEYÜZÜ MAH.,139043
424,ADANA,FEKE,227,KARACAOĞLAN MAH.,78401
426,ADANA,FEKE,227,KARACAUŞAĞI MAH.,78402
427,ADANA,FEKE,227,KAYADİBİ MAH.,139025
428,ADANA,FEKE,227,KAZANCI MAH.,78403
429,ADANA,FEKE,227,KAŞALTI MAH.,139024
430,ADANA,FEKE,227,KEKLİKÇİ MAH.,78404
431,ADANA,FEKE,227,KIRIKUŞAĞI MAH.,139026
432,ADANA,FEKE,227,KISACIKLI MAH.,139027
433,ADANA,FEKE,227,KIZILYER MAH.,139028
434,ADANA,FEKE,227,KONAKKURAN MAH.,139030
437,ADANA,FEKE,227,KOVUKÇINAR MAH.,139040
438,ADANA,FEKE,227,KOÇYAZI MAH.,139029
439,ADANA,FEKE,227,MANSURLU MAH.,139041
440,ADANA,FEKE,227,MUSALAR MAH.,139044
441,ADANA,FEKE,227,OLUCAK MAH.,139031
442,ADANA,FEKE,227,ORMANCIK MAH.,139045
443,ADANA,FEKE,227,ORTAKÖY MAH.,139046
444,ADANA,FEKE,227,ORUÇLU MAH.,139047
446,ADANA,FEKE,227,PAŞALI MAH.,139032
449,ADANA,FEKE,227,SÜLEMİŞLİ MAH.,78405
450,ADANA,FEKE,227,SÜPHANDERE MAH.,139033
451,ADANA,FEKE,227,TENKERLİ MAH.,139034
452,ADANA,FEKE,227,TOKMANAKLI MAH.,139035
453,ADANA,FEKE,227,TORTULU MAH.,139036
454,ADANA,FEKE,227,UĞURLUBAĞ MAH.,139037
455,ADANA,FEKE,227,YAYLAPINAR MAH.,139038
456,ADANA,FEKE,227,YEREBAKAN MAH.,139039
457,ADANA,FEKE,227,YEŞİL DÜŞMÜŞ MAH.,78406
458,ADANA,FEKE,227,ÇANDIRLAR MAH.,139015
459,ADANA,FEKE,227,ÇONDU MAH.,139042
460,ADANA,FEKE,227,ÇÜRÜKLER MAH.,139016
461,ADANA,FEKE,227,İNCİRCİ MAH.,139023
463,ADANA,FEKE,227,İSLAM MAH.,78407
467,ADANA,FEKE,227,ŞAHMURATLI MAH.,139048
468,ADANA,KARATAŞ,338,ADALI MAH.,139425
470,ADANA,KARATAŞ,338,ATAKÖY MAH.,139448
471,ADANA,KARATAŞ,338,BAHÇE MAH.,139423
475,ADANA,KARATAŞ,338,BEBELİ MAH.,139426
476,ADANA,KARATAŞ,338,DAMLAPINAR MAH.,139450
477,ADANA,KARATAŞ,338,DEVELİÖREN MAH.,139431
478,ADANA,KARATAŞ,338,DOLAPLI MAH.,139432
479,ADANA,KARATAŞ,338,GÖLKAYA MAH.,139433
480,ADANA,KARATAŞ,338,HACIHASAN MAH.,139434
481,ADANA,KARATAŞ,338,HASIRAĞACI MAH.,139451
482,ADANA,KARATAŞ,338,HELVACI MAH.,139435
483,ADANA,KARATAŞ,338,KAPI MAH.,139453
484,ADANA,KARATAŞ,338,KARAGÖÇER MAH.,139454
486,ADANA,KARATAŞ,338,KARATAŞ MAH.,139437
487,ADANA,KARATAŞ,338,KARŞIYAKA MAH.,78519
492,ADANA,KARATAŞ,338,KEMALİYE MAH.,78520
500,ADANA,KARATAŞ,338,KESİK MAH.,139438
501,ADANA,KARATAŞ,338,KIRHASAN MAH.,139439
502,ADANA,KARATAŞ,338,KIZILTAHTA MAH.,139440
503,ADANA,KARATAŞ,338,KİREMİTLİ MAH.,139441
504,ADANA,KARATAŞ,338,MELETMEZ MAH.,139455
505,ADANA,KARATAŞ,338,ORTA MAH.,78521
507,ADANA,KARATAŞ,338,OYMAKLI MAH.,139442
508,ADANA,KARATAŞ,338,SARIMSAK MAH.,139456
509,ADANA,KARATAŞ,338,SİRKENLİ MAH.,139443
511,ADANA,KARATAŞ,338,TABAKLAR MAH.,139457
513,ADANA,KARATAŞ,338,TABUR MAH.,139458
514,ADANA,KARATAŞ,338,TERLİKSİZ MAH.,139444
515,ADANA,KARATAŞ,338,TOPRAKLI MAH.,139445
516,ADANA,KARATAŞ,338,TUZKUYUSU MAH.,139459
517,ADANA,KARATAŞ,338,TUZLA MAH.,139424
521,ADANA,KARATAŞ,338,YASSIVEREN MAH.,139460
522,ADANA,KARATAŞ,338,YEMİŞLİ MAH.,139446
524,ADANA,KARATAŞ,338,YENİ MAH.,78522
531,ADANA,KARATAŞ,338,YENİMURAT MAH.,139461
532,ADANA,KARATAŞ,338,YÜZBAŞI MAH.,139447
533,ADANA,KARATAŞ,338,ÇAKIRÖREN MAH.,139427
534,ADANA,KARATAŞ,338,ÇAVUŞLU MAH.,139449
535,ADANA,KARATAŞ,338,ÇAĞŞIRLI MAH.,139428
536,ADANA,KARATAŞ,338,ÇUKURKAMIŞ MAH.,139430
537,ADANA,KARATAŞ,338,ÇİMELİ MAH.,139429
538,ADANA,KARATAŞ,338,İNNEPLİHÜYÜĞÜ MAH.,139452
539,ADANA,KARATAŞ,338,İSAHACILI MAH.,139436
540,ADANA,KARAİSALI,332,AKTAŞ MAH.,78463
541,ADANA,KARAİSALI,332,AKÇALI MAH.,139069
542,ADANA,KARAİSALI,332,ALTINOVA MAH.,139070
543,ADANA,KARAİSALI,332,AYAKKIF MAH.,139073
544,ADANA,KARAİSALI,332,AŞAĞIBELEMEDİK MAH.,139071
545,ADANA,KARAİSALI,332,AŞAĞIYÖRÜKLER MAH.,139072
546,ADANA,KARAİSALI,332,BARAKDAĞI MAH.,139074
547,ADANA,KARAİSALI,332,BAŞKIF MAH.,78464
548,ADANA,KARAİSALI,332,BEKİRLİ MAH.,139408
549,ADANA,KARAİSALI,332,BEYDEMİR MAH.,139075
550,ADANA,KARAİSALI,332,BOLACALI MAH.,139076
551,ADANA,KARAİSALI,332,BUCAK MAH.,139078
552,ADANA,KARAİSALI,332,DEMİRÇİT MAH.,139084
553,ADANA,KARAİSALI,332,DURAK MAH.,139085
554,ADANA,KARAİSALI,332,DÖŞEKEVİ MAH.,139409
555,ADANA,KARAİSALI,332,EMELCİK MAH.,139086
556,ADANA,KARAİSALI,332,ETEKLİ MAH.,139087
558,ADANA,KARAİSALI,332,EĞLENCE MAH.,139410
559,ADANA,KARAİSALI,332,FETTAHLI MAH.,139418
560,ADANA,KARAİSALI,332,FİLİKLİ MAH.,139407
561,ADANA,KARAİSALI,332,GÖKHASANLI MAH.,139089
562,ADANA,KARAİSALI,332,GÜLÜŞLÜ MAH.,139090
563,ADANA,KARAİSALI,332,GÜVENÇ MAH.,78466
564,ADANA,KARAİSALI,332,GİLDİRLİ MAH.,139088
565,ADANA,KARAİSALI,332,HACILI MAH.,139394
566,ADANA,KARAİSALI,332,HACIMUSALI MAH.,139411
568,ADANA,KARAİSALI,332,KALEDAĞI MAH.,139395
569,ADANA,KARAİSALI,332,KAPIKAYA MAH.,78467
570,ADANA,KARAİSALI,332,KARAHASANLI MAH.,139396
571,ADANA,KARAİSALI,332,KARAKILIÇ MAH.,139397
572,ADANA,KARAİSALI,332,KARAKUYU MAH.,139398
573,ADANA,KARAİSALI,332,KARAPINAR MAH.,78468
579,ADANA,KARAİSALI,332,KIRALAN MAH.,139399
580,ADANA,KARAİSALI,332,KIRIKLI MAH.,139412
582,ADANA,KARAİSALI,332,KOCAVELİLER MAH.,78469
583,ADANA,KARAİSALI,332,KUYUCU MAH.,139400
584,ADANA,KARAİSALI,332,KUZGUN MAH.,139401
585,ADANA,KARAİSALI,332,KUŞCUSOFULU MAH.,139414
587,ADANA,KARAİSALI,332,KÖRÜKLÜ MAH.,139413
588,ADANA,KARAİSALI,332,MARAŞLI MAH.,139402
589,ADANA,KARAİSALI,332,MERKEZBOZTAHTA MAH.,139077
590,ADANA,KARAİSALI,332,MURTÇUKURU MAH.,139403
591,ADANA,KARAİSALI,332,NERGİZLİK MAH.,139404
592,ADANA,KARAİSALI,332,NUHLU MAH.,139415
593,ADANA,KARAİSALI,332,SADIKALİ MAH.,139417
594,ADANA,KARAİSALI,332,SARIMEHMETLİ MAH.,78470
595,ADANA,KARAİSALI,332,SAYPINAR MAH.,78471
596,ADANA,KARAİSALI,332,SELAMPINAR MAH.,78472
599,ADANA,KARAİSALI,332,TATIK MAH.,139419
600,ADANA,KARAİSALI,332,TOPAKTAŞ MAH.,139405
601,ADANA,KARAİSALI,332,TOPKARALI MAH.,139420
602,ADANA,KARAİSALI,332,TORUNSOLAKLI MAH.,139421
605,ADANA,KARAİSALI,332,TÜMENLİ MAH.,139422
607,ADANA,KARAİSALI,332,YAZIBAŞI MAH.,139406
608,ADANA,KARAİSALI,332,ÇAKALLI MAH.,139079
609,ADANA,KARAİSALI,332,ÇATALAN MAH.,78465
610,ADANA,KARAİSALI,332,ÇECELİ MAH.,78473
617,ADANA,KARAİSALI,332,ÇEVLİK MAH.,139080
618,ADANA,KARAİSALI,332,ÇOCUKLAR MAH.,139081
619,ADANA,KARAİSALI,332,ÇORLU MAH.,139082
621,ADANA,KARAİSALI,332,ÇUKUR MAH.,139083
623,ADANA,KARAİSALI,332,ÖMERLİ MAH.,139416
624,ADANA,KOZAN,379,ACARMANTAŞ MAH.,139463
626,ADANA,KOZAN,379,AKARCA MAH.,139464
627,ADANA,KOZAN,379,AKDAM MAH.,139466
630,ADANA,KOZAN,379,AKKAYA MAH.,139467
631,ADANA,KOZAN,379,AKÇALIUŞAĞI MAH.,139465
633,ADANA,KOZAN,379,ALAPINAR MAH.,139468
634,ADANA,KOZAN,379,ANDIL MAH.,139469
635,ADANA,KOZAN,379,ARSLANLI MAH.,139470
637,ADANA,KOZAN,379,ARSLANPAŞA MAH.,78547
647,ADANA,KOZAN,379,AYDIN MAH.,139833
649,ADANA,KOZAN,379,AYŞEHOCA MAH.,139471
651,ADANA,KOZAN,379,AĞLIBOĞAZ MAH.,78548
663,ADANA,KOZAN,379,BAĞLAR MAH.,78549
666,ADANA,KOZAN,379,BAĞTEPE MAH.,139834
668,ADANA,KOZAN,379,BAĞÖZÜ MAH.,139472
669,ADANA,KOZAN,379,BOZTAHTA MAH.,139473
671,ADANA,KOZAN,379,BUCAK MAH.,139474
674,ADANA,KOZAN,379,BULDUKLU MAH.,139475
675,ADANA,KOZAN,379,CUMHURİYET MAH.,78550
687,ADANA,KOZAN,379,DAMYERİ MAH.,139835
688,ADANA,KOZAN,379,DOĞANALANI MAH.,139836
690,ADANA,KOZAN,379,DURALUŞAĞI MAH.,139779
691,ADANA,KOZAN,379,DURMUŞLU MAH.,139780
692,ADANA,KOZAN,379,DÜZAĞAÇ MAH.,139781
693,ADANA,KOZAN,379,DİKİLİTAŞ MAH.,139777
694,ADANA,KOZAN,379,DİLEKKAYA MAH.,139778
695,ADANA,KOZAN,379,ENİZÇAKIRI MAH.,139837
696,ADANA,KOZAN,379,ERGENUŞAĞI MAH.,139782
697,ADANA,KOZAN,379,ESKİKABASAKAL MAH.,139783
699,ADANA,KOZAN,379,ESKİMANTAŞ MAH.,139784
701,ADANA,KOZAN,379,FAYDALI MAH.,139785
704,ADANA,KOZAN,379,FERHATLI MAH.,139786
707,ADANA,KOZAN,379,GAZİ MAH.,139462
710,ADANA,KOZAN,379,GEDİKLİ MAH.,139787
712,ADANA,KOZAN,379,GÖKGÖZ MAH.,139789
713,ADANA,KOZAN,379,GÖKÇEYOL MAH.,139788
714,ADANA,KOZAN,379,GÖRBEYAZ MAH.,139830
715,ADANA,KOZAN,379,GÜNERİ MAH.,139790
719,ADANA,KOZAN,379,HACIBEYLİ MAH.,140141
721,ADANA,KOZAN,379,HACIMİRZALI MAH.,139791
724,ADANA,KOZAN,379,HACIUŞAĞI MAH.,78551
725,ADANA,KOZAN,379,HAMAM MAH.,139792
729,ADANA,KOZAN,379,ILICA MAH.,139793
732,ADANA,KOZAN,379,IŞIKKAYA MAH.,139794
733,ADANA,KOZAN,379,IŞIKLI MAH.,139795
735,ADANA,KOZAN,379,KABAKTEPE MAH.,139797
736,ADANA,KOZAN,379,KAHVELİ MAH.,139831
737,ADANA,KOZAN,379,KALKUMAÇ MAH.,139798
738,ADANA,KOZAN,379,KAPIKAYA MAH.,139799
739,ADANA,KOZAN,379,KARABUCAK MAH.,139800
740,ADANA,KOZAN,379,KARACAOĞLAN MAH.,78552
766,ADANA,KOZAN,379,KARACAÖREN MAH.,139801
767,ADANA,KOZAN,379,KARAHAMZALI MAH.,139802
768,ADANA,KOZAN,379,KARANEBİLİ MAH.,139803
769,ADANA,KOZAN,379,KEMERKÖY MAH.,139804
770,ADANA,KOZAN,379,KIBRISLAR MAH.,139805
771,ADANA,KOZAN,379,KIZILLAR MAH.,139806
773,ADANA,KOZAN,379,KIZLARSEKİSİ MAH.,139807
774,ADANA,KOZAN,379,KUYTUCAK MAH.,139809
776,ADANA,KOZAN,379,KUYUBELİ MAH.,139810
777,ADANA,KOZAN,379,KUYULUK MAH.,139811
778,ADANA,KOZAN,379,KÖSELİ MAH.,139808
779,ADANA,KOZAN,379,MAHMUTLU MAH.,78553
785,ADANA,KOZAN,379,MAHYALAR MAH.,139812
786,ADANA,KOZAN,379,MARANKEÇİLİ MAH.,139813
787,ADANA,KOZAN,379,MİNNETLİ MAH.,139814
788,ADANA,KOZAN,379,ORUÇLU MAH.,139815
789,ADANA,KOZAN,379,ORÇAN MAH.,139776
790,ADANA,KOZAN,379,PEKMEZCİ MAH.,139818
792,ADANA,KOZAN,379,POSTKABASAKAL MAH.,139819
794,ADANA,KOZAN,379,SALMANLI MAH.,139820
795,ADANA,KOZAN,379,TAVŞANTEPE MAH.,78554
807,ADANA,KOZAN,379,TAŞ MAH.,78555
809,ADANA,KOZAN,379,TEPECİKÖREN MAH.,139832
812,ADANA,KOZAN,379,TUFANLI MAH.,139822
813,ADANA,KOZAN,379,TUFANPAŞA MAH.,78556
840,ADANA,KOZAN,379,TURGUTLU MAH.,139823
843,ADANA,KOZAN,379,TURUNÇLU MAH.,139824
844,ADANA,KOZAN,379,TÜRKELİ MAH.,78557
868,ADANA,KOZAN,379,VARSAKLAR MAH.,78558
880,ADANA,KOZAN,379,VELİCANLI MAH.,139825
881,ADANA,KOZAN,379,YANALERİK MAH.,139826
882,ADANA,KOZAN,379,YARIMOĞLU MAH.,78559
883,ADANA,KOZAN,379,YASSIÇALI MAH.,139827
885,ADANA,KOZAN,379,YENİKÖY MAH.,139828
886,ADANA,KOZAN,379,YUKARIKEÇİLİ MAH.,139829
887,ADANA,KOZAN,379,YÜKSEKÖREN MAH.,139838
889,ADANA,KOZAN,379,ZERDALİ MAH.,139839
891,ADANA,KOZAN,379,ÇAMDERE MAH.,139476
892,ADANA,KOZAN,379,ÇAMLARCA MAH.,139477
893,ADANA,KOZAN,379,ÇANAKLI MAH.,78560
909,ADANA,KOZAN,379,ÇANDIK MAH.,139478
911,ADANA,KOZAN,379,ÇELENUŞAĞI MAH.,139479
912,ADANA,KOZAN,379,ÇOBANPINARI MAH.,139480
913,ADANA,KOZAN,379,ÇOKAK MAH.,139481
914,ADANA,KOZAN,379,ÇUKURÖREN MAH.,139482
915,ADANA,KOZAN,379,ÇULLUUŞAĞI MAH.,139774
916,ADANA,KOZAN,379,ÇÜRÜKLÜ MAH.,139775
917,ADANA,KOZAN,379,ÖRENDERE MAH.,139816
918,ADANA,KOZAN,379,ÖZBAŞI MAH.,139817
919,ADANA,KOZAN,379,İDEMKÖY MAH.,139796
921,ADANA,KOZAN,379,ŞERİFLİ MAH.,139821
922,ADANA,KOZAN,379,ŞEVKİYE MAH.,78561
939,ADANA,POZANTI,473,AKÇATEKİR MAH.,140142
945,ADANA,POZANTI,473,ALPU MAH.,140143
946,ADANA,POZANTI,473,AŞÇIBEKİRLİ MAH.,140151
949,ADANA,POZANTI,473,BELEMEDİK MAH.,140144
950,ADANA,POZANTI,473,CUMHURİYET MAH.,78648
952,ADANA,POZANTI,473,DAĞDİBİ MAH.,140153
954,ADANA,POZANTI,473,ESKİKONACIK MAH.,140145
955,ADANA,POZANTI,473,FINDIKLI MAH.,140146
956,ADANA,POZANTI,473,GÖKBEZ MAH.,140147
959,ADANA,POZANTI,473,HAMİDİYE MAH.,140154
961,ADANA,POZANTI,473,KAMIŞLI MAH.,140150
965,ADANA,POZANTI,473,KARAKIŞLAKÇI MAH.,140155
966,ADANA,POZANTI,473,KURTULUŞ MAH.,78649
970,ADANA,POZANTI,473,YAZICAK MAH.,140157
971,ADANA,POZANTI,473,YAĞLITAŞ MAH.,140156
972,ADANA,POZANTI,473,YENİKONACIK MAH.,140149
973,ADANA,POZANTI,473,YUKARIBELEMEDİK MAH.,140158
974,ADANA,POZANTI,473,ZAFER MAH.,78650
986,ADANA,POZANTI,473,ÇAMLIBEL MAH.,140152
987,ADANA,POZANTI,473,ÖMERLİ MAH.,140148
988,ADANA,POZANTI,473,İSTİKLAL MAH.,78651
992,ADANA,SARIÇAM,981,ACIDERE MAH.,118888
997,ADANA,SARIÇAM,981,AFLAK MAH.,140552
998,ADANA,SARIÇAM,981,AKKUYU MAH.,140553
1000,ADANA,SARIÇAM,981,AVCILAR MAH.,140579
1002,ADANA,SARIÇAM,981,AYDINYURDU MAH.,140580
1004,ADANA,SARIÇAM,981,AYVALI MAH.,118890
1005,ADANA,SARIÇAM,981,BALCALI MAH.,127503
1008,ADANA,SARIÇAM,981,BAYRAM HACILI MAH.,118891
1010,ADANA,SARIÇAM,981,BEYCELİ MAH.,118892
1023,ADANA,SARIÇAM,981,BOYNUYOĞUN MAH.,126475
1027,ADANA,SARIÇAM,981,BOZTEPE MAH.,140554
1029,ADANA,SARIÇAM,981,BURUK CUMHURİYET MAH.,118893
1033,ADANA,SARIÇAM,981,BÜYÜK BAKLALI MAH.,118894
